hour,weekday,month,is_weekend,is_rush_hour,rain_mm_per_hr,temperature_c,aqi,wind_kmh,visibility_m,zone_flood_risk,congestion,traffic_delay_min,road_closure,driver_speed,hist_avg_speed,speed_deviation,distance_remaining,risk_score,delay_level,parametric_trigger,income_loss_pct
6,0,1,0,0,1.39,23.2,115,6.9,9503.0,0.55,0,6,0,26.8,24.6,0.089,0.55,4.4,0,0,0.038
17,4,2,0,1,7.53,25.8,116,1.7,9270.0,0.9,1,18,0,21.5,24.2,0.111,0.2,36.63,0,0,0.303
8,2,9,0,1,15.25,34.5,70,8.3,8352.0,0.42,2,33,0,11.1,16.2,0.315,1.96,58.87,1,0,0.483
17,6,1,1,1,0.0,27.1,94,7.3,10000.0,0.85,2,32,0,12.0,30.1,0.6,1.79,40.75,1,0,0.279
15,3,3,0,0,3.13,31.7,128,2.7,10000.0,0.4,0,3,0,11.7,20.5,0.431,0.2,16.31,0,0,0.036
20,3,8,0,1,54.47,32.1,54,16.2,3685.0,0.8,2,29,0,7.0,30.4,0.769,0.2,75.4,2,1,0.674
4,1,9,0,0,19.92,31.1,110,4.7,7885.0,0.78,0,2,0,14.4,12.9,0.12,0.8,51.14,1,0,0.39
8,3,9,0,1,0.0,30.7,79,8.7,9780.0,0.58,1,18,0,16.6,24.1,0.312,2.99,28.9,0,0,0.2
20,3,4,0,1,0.0,32.8,118,7.1,8557.0,0.48,1,13,0,20.8,18.0,0.155,8.4,24.0,0,0,0.203
19,5,10,1,1,34.64,29.5,67,7.1,5428.0,0.7,1,12,0,24.7,26.3,0.061,0.2,71.81,2,0,0.671
7,0,4,0,1,13.25,36.4,81,24.4,8706.0,0.65,1,16,0,19.4,26.0,0.255,4.67,40.18,1,0,0.356
5,2,5,0,0,16.25,37.9,107,4.4,7406.0,0.7,0,1,0,26.3,28.5,0.078,0.88,50.25,1,0,0.411
19,4,10,0,1,42.8,29.7,84,18.0,5296.0,0.58,2,33,0,7.2,19.9,0.641,8.88,98.23,3,1,0.868
7,1,9,0,1,57.85,31.3,75,15.9,2989.0,0.44,2,26,0,9.2,24.7,0.626,10.01,72.36,2,1,0.564
20,0,11,0,1,1.85,25.5,76,10.1,10000.0,0.65,1,14,0,3.0,21.1,0.857,1.69,59.33,1,0,0.499
22,2,9,0,0,24.94,30.4,52,55.0,6435.0,0.9,0,4,0,20.4,20.7,0.016,1.27,59.91,1,0,0.451
8,6,8,1,1,20.53,32.6,85,5.8,7213.0,0.6,0,2,0,0.0,17.2,1.0,7.74,50.43,1,0,0.491
19,2,2,0,1,0.82,28.0,60,15.6,10000.0,0.6,2,32,0,3.8,17.0,0.776,2.54,34.55,0,0,0.274
11,3,6,0,0,0.0,35.0,143,1.8,9533.0,0.9,1,17,0,27.4,25.5,0.074,0.23,35.78,0,0,0.337
19,6,5,1,1,0.0,42.0,138,3.0,9843.0,0.82,1,15,0,19.9,23.5,0.154,1.97,47.75,1,0,0.38
11,3,4,0,0,11.35,36.0,142,4.0,8608.0,0.78,0,3,0,24.7,24.6,0.003,9.5,32.53,0,0,0.274
3,6,12,1,0,51.82,23.6,98,21.9,3790.0,0.72,1,17,0,15.3,20.4,0.25,4.19,76.88,2,1,0.694
17,1,6,0,1,33.37,35.0,61,8.0,5717.0,0.75,2,29,0,15.4,20.4,0.242,4.59,71.79,2,0,0.628
6,4,11,0,0,33.85,26.9,75,13.8,6176.0,0.5,0,0,0,21.4,21.3,0.002,6.18,52.11,1,0,0.442
21,3,9,0,0,14.03,30.2,102,11.4,8179.0,0.44,1,15,0,22.7,26.9,0.157,1.5,27.59,0,0,0.109
11,4,10,0,0,29.94,32.8,66,7.7,6171.0,0.42,0,6,0,12.0,20.7,0.419,4.85,47.57,1,0,0.39
4,3,7,0,0,44.26,34.9,85,13.9,5355.0,0.44,1,20,0,4.4,27.7,0.84,7.45,61.77,2,1,0.533
8,4,8,0,1,34.71,31.5,65,15.9,5823.0,0.68,2,32,0,8.7,20.4,0.573,5.1,69.57,2,0,0.507
20,3,7,0,1,37.71,33.5,52,15.1,5805.0,0.65,2,26,0,11.1,21.3,0.479,0.2,69.51,2,1,0.464
9,5,4,1,1,8.13,31.7,132,5.7,8953.0,0.48,1,13,0,15.5,22.4,0.307,8.23,39.01,0,0,0.349
19,3,10,0,1,78.28,30.9,97,16.3,821.0,0.42,3,39,0,0.0,27.8,1.0,5.32,96.39,3,1,0.813
7,5,5,1,1,6.61,37.9,168,3.1,9181.0,0.58,0,8,0,23.5,25.3,0.07,10.16,32.53,0,0,0.377
12,3,1,0,1,1.12,26.1,101,26.0,9575.0,0.72,1,15,0,19.3,20.8,0.072,8.47,24.49,0,0,0.189
20,3,9,0,1,18.2,33.9,95,12.3,7876.0,0.68,2,31,0,9.4,24.0,0.607,0.35,77.44,2,0,0.614
2,4,3,0,0,5.5,27.6,47,6.5,9601.0,0.6,0,8,0,25.1,19.5,0.285,1.39,25.33,0,0,0.273
9,0,12,0,1,9.15,29.5,103,15.5,9219.0,0.4,1,18,0,17.5,24.5,0.286,1.36,38.47,0,0,0.319
21,1,12,0,0,6.84,27.8,107,7.9,8895.0,0.55,0,8,0,20.4,25.5,0.198,3.85,28.24,0,0,0.298
15,0,12,0,0,0.0,26.5,165,20.0,9395.0,0.68,0,6,0,18.2,19.7,0.077,1.02,16.87,0,0,0.177
18,4,6,0,1,24.91,39.8,92,7.1,6291.0,0.72,2,25,0,11.3,26.4,0.572,9.51,76.65,2,0,0.663
19,6,1,1,1,1.51,29.1,68,3.4,9965.0,0.75,2,30,0,18.6,24.5,0.241,6.72,32.97,0,0,0.128
13,1,12,0,1,43.58,26.7,155,13.7,4959.0,0.4,2,30,0,8.0,19.0,0.578,1.43,81.31,3,1,0.647
19,3,6,0,1,86.3,34.0,66,35.4,50.0,0.9,3,37,0,3.7,29.3,0.874,1.66,99.06,3,1,0.855
16,0,12,0,0,19.3,24.1,85,33.2,7920.0,0.42,0,6,0,23.8,21.5,0.112,3.7,41.08,1,0,0.342
17,1,12,0,1,0.0,22.8,109,10.8,9468.0,0.48,2,25,0,16.4,23.9,0.312,7.36,43.42,1,0,0.403
6,0,11,0,0,47.21,29.0,91,15.7,4530.0,0.82,1,17,0,12.1,16.9,0.28,2.34,96.55,3,1,0.864
21,4,5,0,0,21.69,37.9,96,19.0,8103.0,0.48,0,5,0,21.6,16.2,0.331,0.87,42.73,1,0,0.26
19,6,6,1,1,25.94,36.2,81,13.4,7102.0,0.42,1,18,0,14.6,26.5,0.447,4.33,53.12,1,0,0.468
8,1,11,0,1,111.8,25.9,78,37.6,50.0,0.85,3,43,1,0.0,18.7,1.0,0.75,100.0,3,1,0.93
15,3,5,0,0,5.18,37.4,59,15.8,9750.0,0.58,0,1,0,22.4,23.8,0.059,2.04,25.26,0,0,0.158
10,2,3,0,1,2.77,29.7,85,2.8,9601.0,0.42,1,15,0,18.5,19.9,0.069,7.55,14.64,0,0,0.102
17,3,8,0,1,91.92,32.3,53,26.5,50.0,0.7,3,43,0,0.0,25.7,1.0,2.01,99.15,3,1,0.847
23,2,12,0,0,22.5,25.0,73,6.7,6754.0,0.72,0,8,0,23.5,22.3,0.053,6.26,49.72,1,0,0.476
2,3,9,0,0,16.94,29.6,61,8.5,7684.0,0.42,0,9,0,10.9,24.9,0.56,6.24,45.58,1,0,0.361
22,4,8,0,0,39.01,32.4,66,17.3,5907.0,0.6,1,13,0,22.8,20.2,0.13,7.43,50.5,1,1,0.368
3,1,2,0,0,0.04,27.2,120,26.3,10000.0,0.42,0,5,0,27.1,19.8,0.368,6.55,11.4,0,0,0.141
12,0,9,0,1,16.75,30.0,58,3.5,7564.0,0.55,2,33,0,9.8,20.9,0.531,5.37,65.73,2,0,0.615
13,5,12,1,1,18.78,27.8,175,22.2,8292.0,0.9,1,18,0,7.9,23.1,0.659,3.42,78.93,2,0,0.726
8,3,3,0,1,0.0,33.4,108,40.0,10000.0,0.72,1,18,0,24.3,23.8,0.02,16.76,26.41,0,0,0.172
14,6,7,1,1,77.51,34.2,50,18.4,50.0,0.6,3,45,0,0.0,15.7,1.0,0.99,89.46,3,1,0.834
19,2,11,0,1,98.78,27.4,100,22.1,50.0,0.75,3,40,0,3.3,20.2,0.836,6.29,100.0,3,1,0.872
9,1,10,0,1,53.59,31.4,82,18.6,3219.0,0.48,2,25,0,10.7,19.2,0.441,9.9,100.0,3,1,0.848
3,5,9,1,0,26.01,33.3,90,10.2,7148.0,0.4,0,9,0,7.1,26.6,0.734,0.85,41.93,1,0,0.248
16,0,10,0,0,11.97,31.1,85,3.2,8703.0,0.75,1,17,0,19.8,17.2,0.148,3.32,58.48,1,0,0.481
18,2,6,0,1,54.81,35.7,70,22.9,3539.0,0.9,3,44,0,6.8,17.0,0.6,5.15,96.52,3,1,0.851
22,2,5,0,0,1.35,38.4,142,35.7,9743.0,0.44,0,7,0,32.6,34.0,0.04,2.95,25.92,0,0,0.282
7,5,11,1,1,17.0,26.2,123,12.0,7323.0,0.85,1,16,0,16.9,22.9,0.264,1.87,84.18,3,0,0.687
20,1,11,0,1,134.66,29.6,90,29.2,50.0,0.8,3,39,0,2.9,19.2,0.847,7.28,100.0,3,1,0.883
13,6,11,1,1,52.99,26.2,70,22.0,3519.0,0.58,2,32,0,5.2,24.6,0.787,8.28,100.0,3,1,0.886
8,4,12,0,1,2.89,28.2,101,14.0,9392.0,0.65,1,13,0,11.2,23.9,0.53,5.97,49.94,1,0,0.472
22,4,7,0,0,0.0,32.6,67,0.4,10000.0,0.4,0,4,0,23.5,15.5,0.519,0.83,22.08,0,0,0.23
8,4,7,0,1,75.98,32.3,55,15.9,619.0,0.72,3,39,0,0.0,20.6,1.0,4.0,90.81,3,1,0.732
18,5,10,1,1,54.77,31.9,94,20.2,4083.0,0.75,2,33,0,0.0,16.9,1.0,3.78,98.3,3,1,0.871
18,1,9,0,1,61.16,30.9,88,34.8,2313.0,0.9,3,41,0,0.0,30.4,1.0,8.87,100.0,3,1,0.849
12,2,10,0,1,74.58,26.3,103,27.5,938.0,0.72,3,41,0,0.0,15.1,1.0,0.2,96.58,3,1,0.86
17,6,10,1,1,50.9,28.1,94,18.0,3369.0,0.65,2,30,0,0.0,32.7,1.0,1.42,98.17,3,1,0.777
15,1,11,0,0,58.51,26.4,109,19.1,2696.0,0.75,1,19,0,6.9,18.1,0.619,0.2,99.25,3,1,0.852
7,4,5,0,1,13.67,32.9,224,3.9,9369.0,0.7,1,20,0,16.0,19.7,0.187,1.75,54.07,1,0,0.419
18,6,6,1,1,74.05,38.6,102,24.5,787.0,0.55,3,45,0,0.0,22.3,1.0,0.38,97.97,3,1,0.85
21,3,2,0,0,0.0,23.8,110,14.6,9515.0,0.42,0,8,0,25.5,19.6,0.3,1.31,11.36,0,0,0.043
13,1,8,0,1,45.75,30.4,114,29.9,4215.0,0.55,3,37,0,0.0,20.4,1.0,1.15,83.11,3,1,0.73
23,3,1,0,0,2.93,25.6,65,18.1,10000.0,0.5,0,8,0,24.6,24.2,0.019,2.06,12.84,0,0,0.128
11,4,7,0,0,33.47,32.0,78,46.6,5077.0,0.6,0,8,0,25.1,19.9,0.261,7.67,44.75,1,0,0.352
13,1,8,0,1,33.54,33.4,66,16.1,5368.0,0.4,2,24,0,15.0,18.7,0.196,0.33,45.45,1,0,0.286
17,1,5,0,1,11.96,37.9,151,7.3,8430.0,0.42,1,21,0,20.4,30.7,0.336,4.28,36.01,0,0,0.291
7,3,8,0,1,45.9,31.7,52,29.2,4262.0,0.6,3,45,0,4.2,20.6,0.795,8.02,85.89,3,1,0.735
20,0,1,0,1,5.36,24.4,102,8.8,9268.0,0.72,1,14,0,21.5,20.8,0.036,2.52,35.75,0,0,0.271
19,6,1,1,1,0.0,25.2,99,8.2,10000.0,0.65,1,13,0,19.4,25.9,0.251,1.61,20.24,0,0,0.176
20,3,11,0,1,106.61,26.0,107,27.2,50.0,0.78,3,39,1,0.0,25.2,1.0,13.87,98.94,3,1,0.869
15,4,6,0,0,51.82,37.6,92,26.1,3591.0,0.44,1,12,0,4.1,22.1,0.816,11.78,66.93,2,1,0.552
20,3,3,0,1,0.64,32.0,58,4.9,9653.0,0.6,2,31,0,2.2,18.9,0.881,1.92,39.07,0,0,0.333
17,5,8,1,1,10.21,31.1,57,9.4,8966.0,0.82,1,17,0,20.8,19.1,0.092,12.56,48.19,1,0,0.311
13,0,10,0,1,62.38,29.8,116,25.3,2187.0,0.72,3,43,0,8.5,22.1,0.613,0.45,99.77,3,1,0.954
21,4,4,0,0,3.96,34.3,102,13.7,10000.0,0.65,1,19,0,18.0,18.5,0.027,5.72,27.73,0,0,0.333
12,5,9,1,1,17.71,30.4,105,21.9,7161.0,0.5,0,1,0,18.8,23.3,0.193,0.27,35.57,0,0,0.281
13,6,2,1,1,0.0,28.8,81,10.3,9795.0,0.72,2,32,0,16.1,21.0,0.234,7.42,32.47,0,0,0.317
7,1,1,0,1,2.81,26.6,113,17.0,9102.0,0.78,1,13,0,17.2,16.6,0.033,0.59,24.26,0,0,0.222
21,1,8,0,0,0.0,32.8,70,1.7,9601.0,0.72,0,3,0,25.7,22.8,0.124,0.81,16.29,0,0,0.13
8,0,8,0,1,70.83,31.1,64,18.6,1444.0,0.7,3,38,0,0.0,22.4,1.0,10.53,92.36,3,1,0.821
7,5,9,1,1,0.0,28.9,83,3.9,10000.0,0.82,1,15,0,21.0,21.7,0.032,4.85,34.49,0,0,0.293
4,4,10,0,0,60.65,34.6,83,14.9,2442.0,0.44,1,18,0,5.1,23.3,0.781,12.16,95.84,3,1,0.819
12,4,12,0,1,26.75,27.7,106,34.6,7743.0,0.6,2,32,0,13.0,15.3,0.154,0.2,77.37,2,0,0.628
8,1,7,0,1,17.94,33.3,79,12.7,8270.0,0.55,2,25,0,15.5,20.7,0.249,0.61,56.85,1,0,0.469
18,3,5,0,1,3.29,36.6,147,2.0,9231.0,0.7,2,26,0,24.4,16.0,0.523,0.57,50.84,1,0,0.464
9,3,10,0,1,39.87,30.4,57,10.1,5061.0,0.9,3,44,0,14.9,18.7,0.207,4.54,100.0,3,1,0.865
18,6,5,1,1,10.7,37.3,131,20.5,9700.0,0.48,1,16,0,18.6,23.0,0.191,6.96,40.07,1,0,0.44
7,6,7,1,1,20.55,32.0,48,5.4,7754.0,0.4,1,13,0,13.7,24.1,0.433,3.77,47.81,1,0,0.413
8,4,2,0,1,6.51,24.6,102,5.7,8926.0,0.48,2,27,0,7.6,29.6,0.742,1.11,38.11,0,0,0.322
19,0,1,0,1,0.0,25.5,95,9.3,9677.0,0.72,1,16,0,18.2,21.5,0.156,12.27,28.51,0,0,0.303
10,0,12,0,1,14.68,25.8,85,19.1,8255.0,0.6,1,14,0,24.5,17.7,0.381,0.48,42.49,1,0,0.351
5,6,11,1,0,55.12,24.7,143,15.5,4031.0,0.68,1,14,0,3.8,18.8,0.798,0.6,100.0,3,1,0.888
22,5,9,1,0,0.65,33.3,96,3.5,9625.0,0.75,0,7,0,27.9,21.2,0.313,3.94,15.68,0,0,0.079
7,1,6,0,1,22.91,32.8,129,27.6,7399.0,0.82,2,32,0,8.4,21.4,0.605,0.51,73.5,2,0,0.583
6,6,3,1,0,0.34,31.5,38,11.3,10000.0,0.82,0,0,0,30.7,20.1,0.526,7.07,16.08,0,0,0.255
10,2,3,0,1,0.0,27.7,104,6.6,10000.0,0.68,1,19,0,11.2,17.9,0.375,1.92,28.26,0,0,0.285
4,5,4,1,0,22.49,32.8,81,23.0,7065.0,0.58,0,3,0,1.3,23.0,0.942,8.03,49.46,1,0,0.445
7,0,8,0,1,37.08,31.6,82,7.8,5025.0,0.72,3,44,0,0.0,15.0,1.0,0.4,84.69,3,1,0.835
19,6,10,1,1,77.26,29.7,119,32.4,1533.0,0.6,3,42,0,0.0,29.6,1.0,2.24,100.0,3,1,0.832
7,5,9,1,1,54.89,30.5,115,44.1,3281.0,0.44,2,31,0,0.0,32.1,1.0,8.83,87.0,3,1,0.74
5,2,5,0,0,7.1,40.3,165,19.4,9370.0,0.5,0,7,0,30.5,22.4,0.362,0.32,34.97,0,0,0.284
20,3,12,0,1,14.5,26.4,64,27.9,7854.0,0.42,2,32,0,5.4,20.8,0.742,2.83,60.77,2,0,0.488
12,1,10,0,1,50.33,28.2,81,11.5,3250.0,0.5,2,30,0,11.1,27.8,0.6,10.49,100.0,3,1,0.852
7,3,8,0,1,121.18,32.4,45,24.8,50.0,0.48,3,44,0,0.0,27.1,1.0,2.52,90.67,3,1,0.809
15,0,9,0,0,39.8,31.5,81,15.5,4763.0,0.42,1,15,0,9.8,18.8,0.477,0.93,59.89,1,1,0.526
2,3,6,0,0,51.04,34.0,67,17.6,3325.0,0.85,1,18,0,0.0,19.8,1.0,7.86,84.09,3,1,0.742
11,4,4,0,0,21.07,36.7,69,7.2,7415.0,0.58,0,4,0,28.9,27.4,0.054,4.13,34.66,0,0,0.244
15,3,6,0,0,40.62,33.3,69,8.8,4616.0,0.44,2,32,0,4.4,20.1,0.78,3.27,73.73,2,1,0.6
22,6,10,1,0,69.54,28.4,130,18.0,1763.0,0.82,2,29,1,0.0,17.8,1.0,15.74,100.0,3,1,0.782
9,2,1,0,1,5.12,23.5,99,49.9,9414.0,0.5,2,25,0,18.4,16.4,0.121,0.72,44.24,1,0,0.434
18,2,2,0,1,2.75,28.7,117,4.0,9306.0,0.8,2,31,0,16.1,21.5,0.252,12.95,35.43,0,0,0.328
6,3,1,0,0,0.62,30.4,95,13.8,9214.0,0.6,0,3,0,22.2,24.8,0.103,0.33,18.48,0,0,0.164
12,0,1,0,1,0.72,24.7,53,8.3,9706.0,0.82,1,19,0,26.4,16.2,0.634,14.81,27.84,0,0,0.193
8,6,11,1,1,33.34,29.2,139,8.7,5663.0,0.85,1,13,0,12.7,23.6,0.464,0.52,95.74,3,0,0.78
13,2,10,0,1,50.91,27.3,88,16.7,3965.0,0.75,3,44,0,4.5,21.5,0.792,9.05,99.56,3,1,0.867
11,5,7,1,0,117.06,32.3,66,26.5,50.0,0.55,2,26,0,0.0,19.7,1.0,2.09,81.95,3,1,0.619
23,1,2,0,0,2.84,29.8,74,6.9,9555.0,0.6,0,5,0,10.7,23.7,0.55,0.35,16.46,0,0,0.145
21,4,7,0,0,70.1,31.0,71,28.1,2113.0,0.75,2,32,0,0.0,13.8,1.0,1.03,82.79,3,1,0.654
15,0,7,0,0,70.01,32.6,73,24.1,1771.0,0.65,3,40,0,0.0,26.0,1.0,4.47,81.22,3,1,0.69
7,1,3,0,1,0.0,27.6,81,2.4,10000.0,0.75,2,32,0,7.4,18.1,0.59,2.22,38.52,0,0,0.309
14,0,7,0,1,68.51,32.4,57,21.9,1228.0,0.72,3,37,0,0.0,14.8,1.0,5.21,93.36,3,1,0.74
19,6,6,1,1,25.88,37.1,77,16.9,6644.0,0.9,1,12,0,12.7,17.0,0.255,8.58,63.58,2,0,0.534
1,2,9,0,0,15.65,31.2,98,23.3,8246.0,0.9,0,5,0,16.8,22.7,0.26,4.78,49.54,1,0,0.393
12,0,9,0,1,11.09,29.8,64,24.4,7966.0,0.72,2,26,0,24.5,15.0,0.636,0.29,58.06,1,0,0.499
2,6,1,1,0,6.32,29.8,102,32.7,9791.0,0.42,0,2,0,20.8,24.6,0.153,7.04,19.39,0,0,0.129
8,1,6,0,1,37.67,40.1,99,41.5,5432.0,0.44,3,44,0,1.9,22.5,0.917,6.84,95.95,3,1,0.854
4,6,9,1,0,20.05,33.5,75,5.3,7603.0,0.4,0,6,0,16.9,21.0,0.196,0.24,29.7,0,0,0.239
22,5,7,1,0,31.36,30.7,88,15.2,6135.0,0.78,0,1,0,24.0,20.1,0.193,3.32,39.41,0,0,0.286
7,5,11,1,1,2.26,26.8,164,6.7,8643.0,0.42,1,18,0,22.3,26.7,0.167,5.15,39.38,0,0,0.484
6,0,9,0,0,18.97,28.8,95,11.5,8100.0,0.42,0,2,0,9.5,22.9,0.586,1.74,42.78,1,0,0.366
22,5,3,1,0,0.0,30.3,41,31.4,10000.0,0.5,0,3,0,13.8,23.1,0.403,0.2,14.74,0,0,0.109
13,2,2,0,1,4.07,30.8,107,2.0,9003.0,0.5,2,31,0,8.2,23.6,0.652,2.09,31.17,0,0,0.258
18,3,9,0,1,87.26,28.6,104,54.9,50.0,0.82,3,45,0,0.0,19.6,1.0,6.17,100.0,3,1,0.788
9,1,1,0,1,6.79,31.0,83,27.7,9294.0,0.72,1,20,0,11.3,23.1,0.51,1.17,40.43,1,0,0.414
14,5,8,1,1,40.3,33.5,86,12.5,5409.0,0.58,2,30,0,0.0,18.9,1.0,4.6,75.42,2,1,0.649
0,3,12,0,0,28.78,23.9,77,30.8,6548.0,0.4,1,12,0,4.1,19.4,0.789,0.78,65.13,2,0,0.593
11,2,8,0,0,54.89,30.9,45,16.8,2816.0,0.8,1,21,0,9.1,21.2,0.572,3.76,65.87,2,1,0.534
14,1,6,0,1,13.58,34.4,55,7.3,8525.0,0.4,1,19,0,10.4,23.3,0.552,0.65,42.07,1,0,0.294
13,3,9,0,1,41.15,29.6,48,34.0,4800.0,0.4,2,33,0,12.4,19.2,0.357,0.2,71.77,2,1,0.622
11,1,7,0,0,39.06,34.5,97,13.1,5896.0,0.5,1,13,0,6.2,28.8,0.786,15.75,62.05,2,1,0.502
19,6,8,1,1,32.29,33.8,101,10.0,6066.0,0.75,0,9,0,16.4,22.1,0.259,1.43,42.78,1,0,0.248
13,4,12,0,1,20.05,26.3,164,9.5,6511.0,0.9,1,18,0,18.6,22.5,0.172,1.63,66.43,2,0,0.53
16,3,6,0,0,48.75,34.7,89,15.4,5114.0,0.65,3,40,0,10.7,26.9,0.601,0.4,91.95,3,1,0.768
7,3,12,0,1,45.85,27.1,91,58.4,4147.0,0.44,2,25,0,0.0,22.0,1.0,4.64,97.86,3,1,0.886
20,4,11,0,1,174.17,28.0,136,49.3,50.0,0.8,3,36,0,0.0,25.1,1.0,2.5,100.0,3,1,0.753
10,2,4,0,1,1.74,35.7,91,12.2,9787.0,0.68,1,13,0,28.2,21.8,0.292,3.36,26.62,0,0,0.197
13,6,2,1,1,0.84,26.7,130,18.4,9811.0,0.5,2,31,0,23.7,14.3,0.653,2.15,33.24,0,0,0.277
10,4,2,0,1,0.42,29.2,68,70.8,9425.0,0.48,2,29,0,19.8,16.8,0.177,0.74,38.72,0,0,0.298
20,6,1,1,1,0.0,27.3,80,6.7,10000.0,0.5,1,16,0,23.2,24.9,0.071,1.86,17.12,0,0,0.127
20,1,2,0,1,0.21,26.1,83,21.0,9871.0,0.75,1,13,0,21.3,25.4,0.161,10.41,27.44,0,0,0.162
8,1,9,0,1,47.41,30.8,124,38.9,5150.0,0.85,2,25,0,4.1,19.9,0.795,2.31,88.92,3,1,0.741
18,1,2,0,1,2.11,28.4,64,3.0,10000.0,0.48,2,32,0,11.9,25.1,0.526,2.91,33.11,0,0,0.335
5,2,5,0,0,43.9,37.8,171,42.6,4389.0,0.72,1,17,0,1.7,23.3,0.925,0.7,89.23,3,1,0.735
1,4,11,0,0,35.81,28.7,101,11.0,5432.0,0.42,1,17,0,15.4,18.3,0.157,3.44,81.43,3,1,0.733
19,0,1,0,1,1.34,27.2,123,2.0,10000.0,0.72,2,26,0,16.7,25.5,0.346,8.32,31.45,0,0,0.228
6,3,11,0,0,74.62,28.5,115,32.9,887.0,0.8,2,30,0,5.3,23.2,0.772,5.34,100.0,3,1,0.866
7,4,5,0,1,15.16,41.4,122,12.8,8416.0,0.78,1,19,0,19.9,21.7,0.08,5.28,71.5,2,0,0.562
15,1,2,0,0,0.1,31.2,99,13.0,10000.0,0.9,0,9,0,15.7,13.5,0.163,3.34,22.97,0,0,0.143
19,4,9,0,1,19.21,30.3,68,24.7,7816.0,0.82,1,17,0,8.4,13.9,0.4,3.93,62.89,2,0,0.537
7,4,9,0,1,56.95,30.3,28,12.8,3009.0,0.72,2,31,0,9.6,16.9,0.433,4.38,75.66,2,1,0.587
5,2,11,0,0,112.13,24.5,118,33.7,50.0,0.42,2,31,0,0.0,25.0,1.0,4.67,99.99,3,1,0.937
3,3,10,0,0,77.08,25.6,43,28.9,842.0,0.65,3,40,0,0.0,19.0,1.0,5.63,100.0,3,1,0.925
1,2,11,0,0,117.33,28.0,170,29.4,50.0,0.85,2,30,0,0.0,15.7,1.0,1.15,98.15,3,1,0.845
5,5,5,1,0,17.13,38.4,166,6.3,7537.0,0.5,0,5,0,22.2,18.1,0.226,0.67,50.14,1,0,0.413
21,2,3,0,0,0.0,28.1,81,11.2,9820.0,0.5,0,8,0,24.6,19.3,0.275,3.7,12.05,0,0,0.087
4,6,10,1,0,83.39,26.8,98,54.2,50.0,0.55,3,44,0,0.0,21.9,1.0,2.11,100.0,3,1,0.855
15,1,11,0,0,128.4,20.4,84,41.3,50.0,0.65,3,41,0,0.0,25.5,1.0,4.14,97.55,3,1,0.857
21,2,12,0,0,22.92,26.5,83,29.6,7954.0,0.42,0,0,0,22.4,27.0,0.171,6.43,38.23,0,0,0.312
16,3,6,0,0,38.23,34.2,85,17.9,5419.0,0.68,1,16,0,12.0,19.2,0.375,0.71,58.98,1,1,0.494
1,1,6,0,0,73.57,38.0,146,28.5,589.0,0.6,2,25,0,10.4,23.6,0.558,6.32,88.85,3,1,0.802
15,2,10,0,0,112.98,31.5,115,28.1,50.0,0.75,2,32,0,7.6,30.3,0.749,0.76,93.96,3,1,0.747
20,1,6,0,1,51.57,35.7,91,11.4,3746.0,0.78,2,25,0,13.2,21.2,0.376,1.21,82.1,3,1,0.796
9,4,12,0,1,24.2,27.1,96,18.1,7032.0,0.5,2,29,0,19.2,26.0,0.26,3.08,64.72,2,0,0.525
9,3,11,0,1,86.31,24.0,155,34.4,50.0,0.75,3,41,0,3.7,20.1,0.818,0.92,100.0,3,1,0.779
8,0,6,0,1,52.09,35.0,96,19.4,4227.0,0.9,3,43,0,0.7,19.3,0.963,2.12,100.0,3,1,0.943
13,0,10,0,1,50.09,30.5,139,15.4,4085.0,0.9,2,26,0,13.1,22.8,0.427,0.64,100.0,3,1,0.942
8,0,10,0,1,100.02,28.6,101,34.8,50.0,0.58,3,37,0,0.0,27.9,1.0,4.61,99.76,3,1,0.845
18,4,2,0,1,1.12,29.5,98,1.5,10000.0,0.5,2,27,0,1.7,16.0,0.893,3.44,29.52,0,0,0.253
16,6,11,1,0,105.05,28.8,89,27.2,50.0,0.9,1,16,1,3.5,15.5,0.776,6.12,99.07,3,1,0.892
11,2,7,0,0,50.96,33.6,85,13.2,3550.0,0.58,0,9,0,1.2,19.8,0.94,3.67,58.33,1,1,0.421
18,5,11,1,1,142.6,23.7,83,69.7,50.0,0.44,3,43,0,0.0,24.3,1.0,6.19,100.0,3,1,0.873
4,6,5,1,0,0.66,38.1,123,8.3,10000.0,0.5,0,6,0,27.3,25.3,0.078,1.42,30.61,0,0,0.262
18,4,11,0,1,117.73,23.5,126,25.4,50.0,0.82,3,43,0,0.0,14.5,1.0,3.7,100.0,3,1,0.866
15,0,6,0,0,40.85,32.5,74,23.8,5405.0,0.4,1,17,0,13.6,28.8,0.527,18.55,61.4,2,1,0.454
16,6,1,1,0,5.42,21.4,99,21.4,9102.0,0.42,0,9,0,22.4,18.0,0.248,1.55,21.26,0,0,0.126
3,2,11,0,0,97.87,28.4,119,32.3,50.0,0.9,3,37,0,0.0,16.8,1.0,3.67,100.0,3,1,0.895
16,4,2,0,0,3.19,31.2,87,7.0,9261.0,0.44,1,14,0,19.0,23.7,0.199,7.22,19.91,0,0,0.179
13,2,5,0,1,8.65,33.4,122,9.1,7953.0,0.55,2,28,0,22.2,24.2,0.081,0.73,53.41,1,0,0.471
13,0,12,0,1,50.69,23.7,55,13.2,3755.0,0.82,2,30,0,15.5,30.2,0.488,0.26,90.46,3,1,0.722
